,Temp,TGA,DrTGA,vel_cal
12595,770.0488889999999,5.018108,-0.000797,10
12596,394.119598,10.795527,-0.00069,5
12597,1009.907715,3.797266,-0.00081,5
12598,394.292038,11.154593,-0.000275,10
12599,924.886536,4.067091,-0.000329,5
12600,798.491394,4.866025,-0.000656,10
12601,516.889359,10.124415,-0.0039,10
12602,684.426514,5.876772,-0.001838,10
12603,612.8190609999999,6.467178,-0.001151,5
12604,1085.075928,3.886404,-0.000817,15
12605,1161.147766,2.972075,-0.000909,5
12606,827.359985,4.514578,-0.000199,5
12607,1028.0120849999998,4.022146,-0.000713,15
12608,336.912643,11.506288,-0.000234,10
12609,763.6316830000001,5.059895,-0.001458,10
12610,979.899475,4.149022,-0.000307,10
12611,903.21759,4.212527,-0.001001,5
12612,621.81958,6.321048,-0.00079,5
12613,734.1518550000001,5.035428,-0.00058,5
12614,313.084713,11.235569,0.000207,5
12615,994.368591,3.843095,-0.000502,5
12616,637.524536,6.470111,-0.002348,10
12617,823.620056,4.757703,-0.000156,10
12618,464.261032,10.48945,-0.000461,5
12619,902.963867,4.215435,-0.001071,5
12620,952.212219,3.982326,0.00015,5
12621,387.89344800000003,10.822433,-0.000311,5
12622,997.922668,4.082388,-0.000611,15
12623,605.357971,6.598897,-0.001501,5
12624,592.434265,7.434,-0.006372,10
12625,826.09845,4.519287,-0.00031,5
12626,1074.5869750000002,3.909721,-0.00074,15
12627,628.958099,6.598337,-0.002507,10
12628,1111.195068,3.813618,-0.001092,15
12629,1101.396362,3.770668,-0.000767,10
12630,364.932793,10.918308,-0.000489,5
12631,500.919876,10.430168,-0.002749,10
12632,534.2178650000001,9.045695,-0.003043,5
12633,807.939087,4.823167,-0.000797,10
12634,1009.116394,3.800182,2e-05,5
12635,605.276917,6.600496,-0.001541,5
12636,573.357666,7.541795,-0.003523,5
12637,574.458435,7.489045,-0.003824,5
12638,1147.6595459999999,3.582299,-0.000947,10
12639,830.787231,4.732175,-0.000859,10
12640,452.15977499999997,10.933628,-0.000835,10
12641,947.211243,4.238543,-0.000407,10
12642,935.658142,4.294116,-0.001354,15
12643,407.382614,10.747976,-8e-06,5
12644,755.569336,5.075563,-0.002521,15
12645,1011.325317,4.067441,-0.000739,10
12646,745.168701,4.93273,-0.001039,5
12647,719.575623,5.18777,-0.000672,5
12648,763.4769590000001,5.061463,-0.001568,10
12649,311.995716,11.554201,-0.000187,10
12650,1150.682922,3.688487,-0.00067,15
12651,1018.975647,3.763735,-0.000391,5
12652,437.46318099999996,10.903458,-0.001186,15
12653,635.448486,6.480032,-0.003961,15
12654,318.10627,11.552181,0.000327,10
12655,487.411942,10.20278,-0.001282,5
12656,1052.441711,3.619296,-0.001001,5
12657,813.231201,4.799155,-0.001017,10
12658,1006.119263,3.809582,5.1e-05,5
12659,475.088074,10.720879,-0.002087,15
12660,670.211517,5.709373,-0.001192,5
12661,718.5534359999999,5.502468,-0.001838,10
12662,560.135773,8.122927,-0.003492,5
12663,302.437559,11.24181,-0.000287,5
12664,470.56613200000004,10.817778,-0.001016,10
12665,303.87532,11.43571,0.000354,15
12666,621.9833679999999,6.320148,-0.00051,5
12667,925.268066,4.065284,-0.000281,5
12668,584.3081970000001,7.762522,-0.007463,10
12669,449.949921,10.941567,-0.000945,10
12670,617.064453,6.394617,-0.001122,5
12671,777.563049,4.970034,-0.001037,10
12672,868.197998,4.368954,-0.00014,5
12673,586.495941,7.040312,-0.002311,5
12674,1081.027161,3.893557,-0.000862,15
12675,454.079712,10.564411,-0.000901,5
12676,486.90715,10.642738,-0.002395,10
12677,555.552002,8.310115,-0.003072,5
12678,1087.431824,3.877888,-0.00071,15
12679,681.041748,5.586657,-0.001251,5
12680,800.955627,4.615049,-0.00084,5
12681,471.301178,10.42179,-0.00096,5
12682,860.217163,4.628955,-0.000438,10
12683,312.930492,11.235086,0.000385,5
12684,860.849426,4.626487,-0.000467,10
12685,691.423187,5.47355,-0.000669,5
12686,930.309753,4.043664,-0.000441,5
12687,612.080017,6.892487,-0.003509,10
12688,704.900452,5.596937,-0.002552,15
12689,1125.2192989999999,3.770119,-0.00075,15
12690,637.711029,6.444972,-0.00406,15
12691,1040.4576419999999,3.671921,-0.00029,5
12692,690.451172,5.806066,-0.002258,10
12693,1161.911133,3.650007,-0.00122,15
12694,338.728439,11.130619,-0.000931,5
12695,,,,15
12696,786.477661,4.687218,-0.000129,5
12697,308.753609,11.240606,0.000409,5
12698,893.947815,4.521034,-0.000709,10
12699,1157.0570069999999,3.0027,-0.000579,5
12700,804.622864,4.597649,0.00042,5
12701,830.76886,4.502972,-0.000303,5
12702,461.38609299999996,10.509677,-8e-05,5
12703,460.112213,10.812929,-0.001419,15
12704,666.4144289999999,5.752308,-0.001052,5
12705,379.236031,10.853565,-0.00026,5
12706,1110.6085819999998,3.736671,-0.000136,10
12707,1108.424927,3.313084,-0.000408,5
12708,838.780701,4.703627,-0.000547,10
12709,1052.902161,3.612688,-0.000699,5
12710,1078.240479,3.860894,-0.000437,10
12711,390.852402,11.167882,-0.000572,10
12712,1173.257568,2.887106,-0.001149,5
12713,1173.5589599999998,3.458417,-0.000759,10
12714,428.838821,11.024017,-0.000514,10
12715,1008.953369,3.800271,-0.000138,5
12716,948.748779,3.98963,-0.000411,5
12717,521.099792,10.029507,-0.004339,10
12718,544.708801,8.710178,-0.002823,5
12719,931.845703,4.326003,-0.001058,10
